"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
83,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",83,"Alpes-de-Haute-Provence","Département","Department",NA,NA
84,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",84,"Alpes-Maritimes","Département","Department",NA,NA
85,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",85,"Bouches-du-Rhône","Département","Department",NA,NA
86,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",86,"Hautes-Alpes","Département","Department",NA,NA
87,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",87,"Var","Département","Department",NA,NA
88,79,"FRA","France",21,"Provence-Alpes-Côte d'Azur",88,"Vaucluse","Département","Department",NA,NA
89,79,"FRA","France",22,"Rhône-Alpes",89,"Ain","Département","Department",NA,NA
90,79,"FRA","France",22,"Rhône-Alpes",90,"Ardèche","Département","Department",NA,NA
91,79,"FRA","France",22,"Rhône-Alpes",91,"Drôme","Département","Department",NA,NA
92,79,"FRA","France",22,"Rhône-Alpes",92,"Haute-Savoie","Département","Department",NA,NA
93,79,"FRA","France",22,"Rhône-Alpes",93,"Isère","Département","Department",NA,NA
94,79,"FRA","France",22,"Rhône-Alpes",94,"Loire","Département","Department",NA,NA
95,79,"FRA","France",22,"Rhône-Alpes",95,"Rhône","Département","Department",NA,NA
96,79,"FRA","France",22,"Rhône-Alpes",96,"Savoie","Département","Department",NA,"Sabóia|Savoia"
