"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
79,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",79,"Ingolstadt Städte","Kreisfreie Städte","Urban district",NA,NA
80,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",80,"Landsberg","Landkreise","Rural district",NA,"Landsberg a.Lech"
81,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",81,"Mühldorf","Landkreise","Rural district",NA,"Mühldorf a.Inn"
82,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",82,"München","Landkreise","Rural district",NA,"Munich"
83,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",83,"Miesbach","Landkreise","Rural district",NA,NA
84,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",84,"Munich Städte","Kreisfreie Städte","Urban district",NA,"München"
85,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",85,"Neuburg-Schrobenhausen","Landkreise","Rural district",NA,NA
86,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",86,"Pfaffenhofen","Landkreise","Rural district",NA,"Pfaffenhofen a.d.Ilm"
87,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",87,"Rosenheim Städte","Kreisfreie Städte","Urban district",NA,NA
88,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",88,"Rosenheim","Landkreise","Rural district",NA,NA
89,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",89,"Starnberg","Landkreise","Rural district",NA,NA
90,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",90,"Traunstein","Landkreise","Rural district",NA,NA
91,86,"DEU","Germany",2,"Bayern",7,"Oberbayern",91,"Weilheim-Schongau","Landkreise","Rural district",NA,NA
92,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",92,"Bamberg Städte","Kreisfreie Städte","Urban district",NA,NA
93,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",93,"Bamberg","Landkreise","Rural district",NA,NA
94,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",94,"Bayreuth Städte","Kreisfreie Städte","Urban district",NA,NA
95,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",95,"Bayreuth","Landkreise","Rural district",NA,NA
96,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",96,"Coburg Städte","Kreisfreie Städte","Urban district",NA,NA
97,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",97,"Coburg","Landkreise","Rural district",NA,NA
98,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",98,"Forchheim","Landkreise","Rural district",NA,NA
99,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",99,"Hof Städte","Kreisfreie Städte","Urban district",NA,NA
100,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",100,"Hof","Landkreise","Rural district",NA,NA
101,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",101,"Kronach","Landkreise","Rural district",NA,NA
102,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",102,"Kulmbach","Landkreise","Rural district",NA,NA
103,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",103,"Lichtenfels","Landkreise","Rural district",NA,NA
104,86,"DEU","Germany",2,"Bayern",8,"Oberfranken",104,"Wunsiedel","Landkreise","Rural district",NA,"Wunsiedel i.Fichtelgebirge"
105,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",105,"Amberg-Sulzbach","Landkreise","Rural district",NA,NA
106,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",106,"Amberg Städte","Kreisfreie Städte","Urban district",NA,NA
107,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",107,"Cham","Landkreise","Rural district",NA,NA
108,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",108,"Neumarkt","Landkreise","Rural district",NA,"Neumarkt i.d.OPf."
109,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",109,"Neustadt","Landkreise","Rural district",NA,"Neustadt a.d.Waldnaab|Waldnaab"
110,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",110,"Regensburg Städte","Kreisfreie Städte","Urban district",NA,NA
111,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",111,"Regensburg","Landkreise","Rural district",NA,NA
112,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",112,"Schwandorf","Landkreise","Rural district",NA,NA
113,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",113,"Tirschenreuth","Landkreise","Rural district",NA,NA
114,86,"DEU","Germany",2,"Bayern",9,"Oberpfalz",114,"Weiden Städte","Kreisfreie Städte","Urban district",NA,"Weiden i.d.OPf."
115,86,"DEU","Germany",2,"Bayern",10,"Schwaben",115,"Aichach-Friedberg","Landkreise","Rural district",NA,NA
116,86,"DEU","Germany",2,"Bayern",10,"Schwaben",116,"Augsburg Städte","Kreisfreie Städte","Urban district",NA,NA
117,86,"DEU","Germany",2,"Bayern",10,"Schwaben",117,"Augsburg","Landkreise","Rural district",NA,NA
118,86,"DEU","Germany",2,"Bayern",10,"Schwaben",118,"Dillingen","Landkreise","Rural district",NA,NA
119,86,"DEU","Germany",2,"Bayern",10,"Schwaben",119,"Donau-Ries","Landkreise","Rural district",NA,NA
120,86,"DEU","Germany",2,"Bayern",10,"Schwaben",120,"Günzburg","Landkreise","Rural district",NA,NA
121,86,"DEU","Germany",2,"Bayern",10,"Schwaben",121,"Kaufbeuren Städte","Kreisfreie Städte","Urban district",NA,NA
122,86,"DEU","Germany",2,"Bayern",10,"Schwaben",122,"Kempten Städte","Kreisfreie Städte","Urban district",NA,NA
123,86,"DEU","Germany",2,"Bayern",10,"Schwaben",123,"Lindau","Landkreise","Rural district",NA,"Lindau (Bodensee)"
124,86,"DEU","Germany",2,"Bayern",10,"Schwaben",124,"Memmingen Städte","Kreisfreie Städte","Urban district",NA,NA
125,86,"DEU","Germany",2,"Bayern",10,"Schwaben",125,"Neu-Ulm","Landkreise","Rural district",NA,NA
126,86,"DEU","Germany",2,"Bayern",10,"Schwaben",126,"Oberallgäu","Landkreise","Rural district",NA,NA
127,86,"DEU","Germany",2,"Bayern",10,"Schwaben",127,"Ostallgäu","Landkreise","Rural district",NA,NA
128,86,"DEU","Germany",2,"Bayern",10,"Schwaben",128,"Unterallgäu","Landkreise","Rural district",NA,NA
129,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",129,"Aschaffenburg Städte","Kreisfreie Städte","Urban district",NA,NA
130,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",130,"Aschaffenburg","Landkreise","Rural district",NA,NA
131,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",131,"Bad Kissingen","Landkreise","Rural district",NA,NA
132,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",132,"Haßberge","Landkreise","Rural district",NA,NA
133,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",133,"Kitzingen","Landkreise","Rural district",NA,NA
134,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",134,"Main-Spessart","Landkreise","Rural district",NA,NA
135,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",135,"Miltenberg","Landkreise","Rural district",NA,NA
136,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",136,"Rhön-Grabfeld","Landkreise","Rural district",NA,NA
137,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",137,"Schweinfurt Städte","Kreisfreie Städte","Urban district",NA,NA
138,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",138,"Schweinfurt","Landkreise","Rural district",NA,NA
139,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",139,"Würzburg Städte","Kreisfreie Städte","Urban district",NA,NA
140,86,"DEU","Germany",2,"Bayern",11,"Unterfranken",140,"Würzburg","Landkreise","Rural district",NA,NA
141,86,"DEU","Germany",3,"Berlin",12,"Berlin",141,"Berlin",NA,NA,NA,NA
142,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",142,"Barnim","Landkreise","Rural district",NA,NA
143,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",143,"Brandenburg an der Havel Städte","Kreisfreie Städte","Urban district",NA,NA
144,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",144,"Cottbus Städte","Kreisfreie Städte","Urban district",NA,NA
145,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",145,"Dahme-Spreewald","Landkreise","Rural district",NA,NA
146,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",146,"Elbe-Elster","Landkreise","Rural district",NA,NA
147,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",147,"Frankfurt am Oder Städte","Kreisfreie Städte","Urban district",NA,NA
148,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",148,"Havelland","Landkreise","Rural district",NA,NA
149,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",149,"Märkisch-Oderland","Landkreise","Rural district",NA,NA
150,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",150,"Oberhavel","Landkreise","Rural district",NA,NA
151,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",151,"Oberspreewald-Lausitz","Landkreise","Rural district",NA,NA
152,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",152,"Oder-Spree","Landkreise","Rural district",NA,NA
153,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",153,"Ostprignitz-Ruppin","Landkreise","Rural district",NA,NA
154,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",154,"Potsdam-Mittelmark","Landkreise","Rural district",NA,NA
155,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",155,"Potsdam Städte","Kreisfreie Städte","Urban district",NA,NA
156,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",156,"Prignitz","Landkreise","Rural district",NA,NA
157,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",157,"Spree-Neiße","Landkreise","Rural district",NA,NA
158,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",158,"Teltow-Fläming","Landkreise","Rural district",NA,NA
159,86,"DEU","Germany",4,"Brandenburg",13,"Brandenburg",159,"Uckermark","Landkreise","Rural district",NA,NA
160,86,"DEU","Germany",5,"Bremen",14,"Bremen",160,"Bremen Städte","Kreisfreie Städte","Urban district",NA,NA
161,86,"DEU","Germany",5,"Bremen",15,"Bremerhaven",161,"Bremerhaven","Kreisfreie Stadt","City","<Null>","<Null>"
162,86,"DEU","Germany",6,"Hamburg",16,"Hamburg",162,"Hamburg Städte","Kreisfreie Städte","Urban district",NA,"Free Hanseatic City of Hamburg"
163,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",163,"Bergstraße","Landkreise","Rural district",NA,NA
164,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",164,"Darmstadt-Dieburg","Landkreise","Rural district",NA,"Darmstadt, Ortsteil Kranichstein"
165,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",165,"Darmstadt Städte","Kreisfreie Städte","Urban district",NA,NA
166,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",166,"Frankfurt am Main Städte","Kreisfreie Städte","Urban district",NA,NA
167,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",167,"Groß-Gerau","Landkreise","Rural district",NA,NA
168,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",168,"Hochtaunuskreis","Landkreise","Rural district",NA,NA
169,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",169,"Main-Kinzig-Kreis",NA,NA,NA,"Gelnhausen"
170,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",170,"Main-Taunus-Kreis Städte","Kreisfreie Städte","Urban district",NA,"Hofheim am Taunus"
171,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",171,"Odenwaldkreis","Landkreise","Rural district",NA,NA
172,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",172,"Offenbach am Main Städte","Kreisfreie Städte","Urban district",NA,NA
173,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",173,"Offenbach","Landkreise","Rural district",NA,"Dietzenbach"
174,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",174,"Rheingau-Taunus-Kreis",NA,NA,NA,"Bad Schwalbach"
175,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",175,"Wetteraukreis","Landkreise","Rural district",NA,"Friedberg"
176,86,"DEU","Germany",7,"Hessen",17,"Darmstadt",176,"Wiesbaden Städte","Kreisfreie Städte","Urban district",NA,NA
177,86,"DEU","Germany",7,"Hessen",18,"Gießen",177,"Gießen","Landkreise","Rural district",NA,NA
178,86,"DEU","Germany",7,"Hessen",18,"Gießen",178,"Lahn-Dill-Kreis","Landkreise","Rural district",NA,"Wetzlar"
179,86,"DEU","Germany",7,"Hessen",18,"Gießen",179,"Limburg-Weilburg","Landkreise","Rural district",NA,"Limburg"
180,86,"DEU","Germany",7,"Hessen",18,"Gießen",180,"Marburg-Biedenkopf","Landkreise","Rural district",NA,"Marburg"
181,86,"DEU","Germany",7,"Hessen",18,"Gießen",181,"Vogelsbergkreis","Landkreise","Rural district",NA,"Lauterbach"
182,86,"DEU","Germany",7,"Hessen",19,"Kassel",182,"Fulda","Landkreise","Rural district",NA,NA
183,86,"DEU","Germany",7,"Hessen",19,"Kassel",183,"Hersfeld-Rotenburg","Landkreise","Rural district",NA,"Bad Hersfeld"
184,86,"DEU","Germany",7,"Hessen",19,"Kassel",184,"Kassel Städte","Kreisfreie Städte","Urban district",NA,NA
185,86,"DEU","Germany",7,"Hessen",19,"Kassel",185,"Kassel","Landkreise","Rural district",NA,NA
186,86,"DEU","Germany",7,"Hessen",19,"Kassel",186,"Schwalm-Eder-Kreis",NA,NA,NA,"Homberg|Efze"
187,86,"DEU","Germany",7,"Hessen",19,"Kassel",187,"Waldeck-Frankenberg","Landkreise","Rural district",NA,"Korbach"
188,86,"DEU","Germany",7,"Hessen",19,"Kassel",188,"Werra-Meißner-Kreis","Landkreise","Rural district",NA,"Eschwege"
189,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",189,"Bad Doberan","Landkreise","Rural district",NA,NA
190,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",190,"Demmin","Landkreise","Rural district",NA,NA
191,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",191,"Güstrow","Landkreise","Rural district",NA,NA
192,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",192,"Greifswald Städte","Kreisfreie Städte","Urban district",NA,NA
193,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",193,"Ludwigslust","Landkreise","Rural district",NA,NA
194,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",194,"Müritz","Landkreise","Rural district",NA,NA
195,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",195,"Mecklenburg-Strelitz","Landkreise","Rural district",NA,NA
196,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",196,"Neubrandenburg Städte","Kreisfreie Städte","Urban district",NA,NA
197,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",197,"Nordvorpommern","Landkreise","Rural district",NA,NA
198,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",198,"Nordwestmecklenburg","Landkreise","Rural district",NA,NA
199,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",199,"Ostvorpommern","Landkreise","Rural district",NA,NA
200,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",200,"Parchim","Landkreise","Rural district",NA,NA
201,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",201,"Rügen","Landkreise","Rural district",NA,NA
202,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",202,"Rostock Städte","Kreisfreie Städte","Urban district",NA,NA
203,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",203,"Schwerin Städte","Kreisfreie Städte","Urban district",NA,NA
204,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",204,"Stralsund Städte","Kreisfreie Städte","Urban district",NA,NA
205,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",205,"Uecker-Randow","Landkreise","Rural district",NA,NA
206,86,"DEU","Germany",8,"Mecklenburg-Vorpommern",20,"Mecklenburg-Vorpommern",206,"Wismar Städte","Kreisfreie Städte","Urban district",NA,NA
207,86,"DEU","Germany",9,"Niedersachsen",21,"Braunschweig",207,"Braunschweig Städte","Kreisfreie Städte","Urban district",NA,NA
208,86,"DEU","Germany",9,"Niedersachsen",21,"Braunschweig",208,"Göttingen","Landkreise","Rural district",NA,NA
209,86,"DEU","Germany",9,"Niedersachsen",21,"Braunschweig",209,"Gifhorn","Landkreise","Rural district",NA,NA
210,86,"DEU","Germany",9,"Niedersachsen",21,"Braunschweig",210,"Goslar","Landkreise","Rural district",NA,NA
211,86,"DEU","Germany",9,"Niedersachsen",21,"Braunschweig",211,"Helmstedt","Landkreise","Rural district",NA,NA
212,86,"DEU","Germany",9,"Niedersachsen",21,"Braunschweig",212,"Northeim","Landkreise","Rural district",NA,NA
213,86,"DEU","Germany",9,"Niedersachsen",21,"Braunschweig",213,"Osterode","Landkreise","Rural district",NA,"Osterode am Harz"
